pinyin,counts,zi
jing1,77,㸒䪫䴖京亰仱兢坕坙婛巠徑惊旌旍晟晶橸殑氏泾涇猄睛秔稉箐粇粳精経經经聙腈茎荆荊莖菁葏蜻醒鋞青驚鯨鲸鵛鶁鶄麖麠鼱𠳬𡁔𢀖𢈴𣋢𣻒𤜰𤷦𥠛𦀇𦂠𦜳𦽁𦾿𧓔𧚫𧤵𩓨𩳯𩹢𪂴𪇒
jing3,41,㘫䜘丼井儆刭剄坓宑幜憬憼擏景暻汫汬烴獷璄璟璥睛穽肼蟼警阱頚頴頸颈𠑱𠭉𠭗𢹘𤰳𧑊𨙷𨥙𩻱
jing4,80,㢣㣏㬌㵾䔔䝼䵞井俓倞傹净凈劲勁境妌婙婧弪弳径徑憼擏敬曔桱梷檠殑浄淨瀞獍痉痙竞竟竧竫競竸精經经胫脛葝誩踁迳逕鏡镜陘靓靖靘静靚靜𠗊𠗌𠦋𠲮𠷐𣬙𥅸𥯙𥶹𦥍𦳲𨁎𨵼𩃋𩇕𩓞𩩋𩰹
jing5,1,燝
jiong1,27,冂冋冏坰坷垧埛扃扄泂浻瀅絅蘏蘔銄顈駉駫𠕕𢂶𣅻𣕄𨴀𪔃𪕍𬳶
jiong3,47,㓏㢠㤯㯋㷗㷡䌹䢛侰僒冂冋冏囧扃昋泂浻澃炅炯烱煚煛熒熲燛窘絅綗臦臩褧迥逈鎣顈颎𠖷𡆩𢄗𣔲𤌇𦀝𧍮𩓺𩚱
jiong4,1,䅃
jiu1,64,㥢㧃㸨㽱䆶䡂丩九剹勼啾噍愁揂揪揫摎救朻樛湫牞稵穋究糺糾繆纠萛蝤赳阄鬏鬮鳩鸠𠃖𠕴𠖬𠚨𠠳𠿈𢀙𢜥𣁭𣟼𤴥𤴦𤴪𥠃𥤳𦭺𦱠𦱱𦱲𦽬𧳫𨳊𩏶𩏷𩭓𩱼𪀏
jiu2,1,㺵
jiu3,26,㡱久乆九乣奺杦氿汣灸玖糺紤舏酒镹韭韮𠛩𠜉𠴄𡚮𣲄𤉥𨾉𨾞
jiu4,70,㙀㝌㠇㤹㩆㲃㺩䅢䆒䊆䊘䓘䛮䡂䬨䳎䳔倃僦匓匛匶厩咎就廄廏廐慦捄救旧柩柾桕欍殧湫疚究臼舅舊赳鯦鷲鹫麔齨𠃺𠙔𠜃𠣿𡆥𢑇𢽭𤷑𥆷𥘦𦠢𦭻𧡑𧫾𧾻𨖏𨘂𨘮𩒦𩢹𩶧
jiu5,2,蹴𣐤
juan1,41,䅌䖭䣺勌勬圈姢娟捐朘梋泫涓焆瓹睃脧蠲裐身鋑鋗鎸鐫镌鞙鵍鵑鹃𠡶𡱑𢝓𥅬𦬾𦮻𧎖𨌫𨩸𩎳𩔱𩘒
juan3,30,㷷卷呟圈埍埢帣捲擐臇菤蕊蜷踡錈锩闂𡫂𢃩𢋄𤎱𦊌𦢿𧕲𨹵𩏗𩜇𩟥𩠉
juan4,80,㢧㢾㪻㯞䄅䌸䖭䚈䡓䳪倦劵勌卷圈奆婘巂巻帣弮悁惓慻捲桊棬淃狷獧瓹甄眩眷睊睠絭絹縳绢罥羂腃萒蔨襈鄄鋗隽雋韏飬餋𠔉𠢚𡘰𡡀𢍏𢎠𢎥𣙢𣚓𣜨𣬋𣬏𤲨𤺻𥁠𥆞𥱽𦁆𦦽𦳽𦼱𧭦𧯦𨆈𨤑𩏹𩜇
jue1,13,嗟噘屩撅撧繑蹻鞽𢱺𢴭𩌡𪨗𫏋
jue2,249,㔃㔢㟲㤜㩱㭈㭾㰐㲄㵐㷾㸕㹟㻕䀗䁷䇶䊽䍳䏐䏣䐘䖼䘿䙠䝌䞷䠇䡈䣤䤎䦆䦼䳏䶂乙亅倔傕决刔劂勪匷厥叕吷啳噱嚼埆壆夬妜孒孓屈屫崛崫嶡嶥弡彏憠憰戄抉挗捔掘撅攫斍柽桷梏構橛橜欔欮殌氒決泬潏灍焳熦燋爑爝爴爵狂獗玃玦玨珏瑴璚疦瘚矍矞矡砄穱穴絕絶繘绝脚腳臄芵蕝蕞蕨虳蚗蛙蟨蟩蠼袦覐覚覺觉角觖觳觼訣譎诀谲貜赽趉趹蹶蹷蹻躩較逫鈌鐍鐝钁镢闋闕駃騤髉鱖鴂鴃鶌鷢龣𠀔𠄌𠄑𠊬𠎮𠜾𠢤𠨊𠫃𠶸𡈅𡚠𡲗𡳾𡾜𢁪𢎹𢏷𢔱𢖦𢨏𢩯𢯅𣅡𣖬𣬎𤛦𤞴𤟎𤹋𤼗𥄴𥆌𥏘𥕲𥛯𥤘𥪊𥾮𦁐𦏅𦓐𦛲𦠒𦪘𧍕𧗫𧝃𧣸𧤼𧥎𧮫𧮬𧱝𧺐𧼨𧽸𧾵𧿺𨊿𨏹𨟠𨬐𨰜𨼎𨼱𩊺𩍷𩏺𩓻𩧏𩧡𩪗𩰨𪁠𪈴𪖜𪚅𫔎𫘝𫛞
jue3,3,䞵䟾蹶
jue4,5,倔撅誳𣨢𥈾
jun1,40,㚬䝍军匀君均姰旬桾汮皲皸皹碅筠莙菌蚐袀覠軍鈞銁銞鋆鍕钧鮶鲪麇麏麕龜龟𠀹𠣕𢻸𦇘𦌺𧽔
jun3,1,𢉦
jun4,73,㑺㒞㕙㖥㝦㴫㻒㼱㽙䇹䐃䕑䜭䝍俊儁卷呁埈寯峻懏捃攈攟晙棞浚濬焌焞燇狻珺畯睃竣箘箟菌葰蔨蜠訇郡陖隽雋餕馂駿骏鵔鵕鵘𠨢𢹲𤮪𥇘𥚂𥜮𥡣𦴌𦵼𧥺𧯖𧱝𨌘𨛐𨲄𨶊𪍁𪕞
ju1,105,㖩㞐㡹㪺䅕䝻䢸䪶䱟且仇佝俥俱凥匊告娵娶婮居崌抅拘挶捄据掬揈揟梮椐沮泃涺狙琚疽痀眗砠租罝腒臄艍苴菹蛆蜛裾諊趄跔踘車軥车鋦鋸锔锯陱雎鞠鞫駒驕驹鬻鮈鴡鶋𠟰𠤄𠮑𠰾𡨢𡫬𡱾𡸘𡸨𣻐𥇛𥕑𥘮𥪏𥷚𦀣𦛓𦜛𦱅𧵞𧹕𧺤𨁺𨛮𨧙𨨠𩋜𩍔𩍸𪂓𪗖𬶋
ju2,107,㘲㥌㩴㮂㹼㽤䋰䎤䏱䕮䗇䜯䡞䤎䪕䰬䱡䳔䴗侷僪啹婅局屈巈拘拱桔椈橘檋毩毱泦淗湨焗犑狊粷菊蓻蘜趉趜跼蹫蹻躹輂郹鋦锔閰雛駶驧鵙鵴鶪鼰鼳𠋬𠜹𠨭𠩉𡉎𡨅𡳘𡶋𡿾𢩁𣎛𣐊𣓌𣖣𤓯𤜔𤼳𥢧𥮗𦅽𦙮𦥑𦺖𧄛𧤑𧷾𧻗𧽻𧾣𧿻𨋔𨋧𨍯𨗝𨸰𩛺𩧺𩫴𩬜𩭊𩳵𩷐𪀣
ju3,50,䃊䄔䅓䢹䶥举咀岨弆拒拘挙擧枸柜椇榉榘櫸欅沮疽矩筥籧聥舉莒萭蒟襷踽郰鉏鋤齟龃𡕖𡢒𢤫𢯺𣌬𥄷𥈋𥯔𥴧𦇙𦞇𦥑𧺹
ju4,146,㘌㜘㞫㠪㨿㩀㬬㯯㵵䀠䈮䛯䣰䱟䵕䶙乬俱倨倶具冣剧劇勮句坥埧埾壉姐姖寠屦屨岠巨巪忂怇怐怚惧愳懅懼拒拠据據昛歫沮洰渠澽炬烥焣犋珇瞿秬窭窶簍簴粔耟聚苣菹蒩蔞蘧處虡蚷螶袓裾詎讵豦貗趡足跙距踞躆遽邭鄒鄹醵鉅鋸鐻钜锯雛颶飓駏駒鮍鮔𠉧𠙆𠚵𡒍𡥶𢚆𣍇𣶝𤔋𤖵𤢓𤷢𥂃𥇛𥉁𥬙𥲜𥴪𦊐𦗻𦟳𦼈𧂜𧝲𧣒𧣻𧲋𧸧𨝮𨸰𩉸𩜃𩧒𩰤𩴘𩿝𪀏𪁥
ju5,1,爠
ka1,9,㮟䘔呿咔咖咯喀擖衉
ka3,8,佧卡咔咯垰胩裃鉲
kai1,17,㚊㱾䤤奒开揩鐦锎開𡙓𢔡𢾆𤡲𥻄𦂄𦈲𨴆
kai3,33,䁗䐩䒓䠽凯凱剀剴嘅垲塏嵦恺愷慨暟楷蒈豈輆鍇鎧铠锴閡闓闿雉颽𠢲𢋝𥃣𥏪
kai4,33,㪡䡷䫦劾勓喝喫嘅幆忾愒愾核欬欯渴溘濭炌炏烗輆鎎𡁁𡳂𢢚𤉫𤐩𤸱𤻜𥎆𩋧𩫀
kan1,20,㘛㪁䁍刊勘堪嵁戡栞看靬龕龛𡺗𢦟𤬪𥑫𦞖𧡵𩑟
kan3,41,㙳㸝䖔䫲侃偘冚凵坎埳堿塪惂扻槛檻欿歁砍竷莰衎輡轁轗顑𠝲𠪚𡸞𣣒𣽌𥑫𥤱𥦔𧇦𧱄𨍜𩐬𩒃𩓟𩜱
kan4,30,䀍䘓䳚喊坎墈崁嵌監看瞰矙碪磡竷薟衎輱闞阚餡𡚜𡶪𢙮𣊟𥍓𥓒𧯰𨒞𪉯
kang1,38,㝩㢜㱂㼹䆲䗧嫝嵻康忼慷杭槺漮砊穅粇糠荒躿邟鏮闶鱇𠾨𡐓𡵻𤮊𥉽𥕎𥹺𨀫𨂟𨄗𨎍𨝎𨻷𩾌
kang2,3,扛摃𢴦
kang3,7,䡉伉奋骯𠻞𡻚𣔛
kang4,23,㢜䦎亢伉匟囥坑康抗杭沆炕犺砊羫邟鈧钪閌闶阬𥒳𪎵
kao1,6,䯌尻嵪訄髛𩩾
kao3,18,㼥䯪丂拷撟攷栲洘烤熇考薧𣐊𣧏𣨻𣩅𥬯𥹬
kao4,23,㸆䎋䐧䯪搞槀槁洘焅熇犒稾銬铐靠鮳鯌鲓𡭳𧋓𨃤𨘴𩝝
ke1,73,㸯䂺䈖䌀䐦䯊匼呵嗑坷嵙搕柯棵榼樖牁犐珂疴痾瞌砢磕礚科稞窠窼簻胢苛萪薖蝌趷軻轲醘鈳鉿錒钶頦顆颏颗髁𠏀𠲙𡸡𡻘𢈈𢩘𣧤𣩱𤖇𤰙𥃕𥝹𥠁𥧇𦝣𧎗𧨵𧵛𧿫𨍰𨏿𨢸𩏭𩜭𪍎
ke2,7,咳壳揢殼翗頦颏
ke3,29,㞹㪙㪡㪼㵣䡷䫘可坷岢嵑嶱敤棵毼渇渴炣盍碣磆磕轲顆𢩐𢼐𤸎𪀉𪓮
ke4,77,㕉㕎㝓㤩㥛䆟䓇䙐䶗克刻剋勀勊可喀嗑堁娔客尅峇恪悈愘愙歁氪溘濭硞碦礊科緙缂艐蚵袔課课錁锞騍骒龕𠛳𠡜𠡤𠢹𠩧𠪒𠪟𠳭𠶲𠷄𡞢𡱼𢩏𢾩𣩄𣲊𣹇𤛗𤸱𥊉𥔽𥦨𥯚𧈗𧛾𧜡𧠋𩭽𩰻𩱘𪃭
ke5,1,喀
kei1,3,刻剋尅
ken1,1,𩎤
ken3,21,啃垦墾恳懇狠肎肯肻豤貇錹頎齦龈𠳁𣍟𣥤𤀊𥖞𨼯
ken4,7,㸧垠掯珢硍裉褃
keng1,48,㧶㰢䀴䃘䡩䡰劥吭坈坑奟妔挳揁摼殸牼硁硍硎硜硻脛誙踁鉺銵鍞鏗铿阬𠠷𠡮𡷨𣢐𣢴𣫒𥉸𥑅𥑒𥒁𥒱𥥳𧀘𨋔𨌳𨌶𨍑
keng3,4,䡰忐硻𡞚
kong1,26,㚚㲁䅝倥埪崆悾控椌涳硿穹空箜躻錓鵼𠀝𢃐𢷙𢽦𥔇𦱇𧌆𧚬𪔣
kong3,13,㤟倥孔恐悾空𡤿𢪬𣏺𤤲𥥅𦶐𩲧
kong4,8,㸜控矼空腔鞚𤗇𦁈
kou1,21,䁱刳剾嫗彀彄抠挎摳毆眍眗瞘芤鏂𠛅𢂁𢄠𣂻𦬅𫸩
kou3,8,㸸劶口竘𢼃𤘘𨙫𨥴
kou4,40,㓂㜌㰯䍍䳹佝冦區叩宼寇怐扣敂溝滱瞉窛筘簆茠蔲蔻釦鷇𡠆𡯷𢚫𢟭𣻎𣿟𥊧𥲃𦴎𦶲𧥣𩀠𪄺𪇄𫃜
ku1,57,㗄㩿㪂㱠㲄㵠䂗䉐䧊䯇刳古哭圐圣堀崫扝挎掘搰朏枯桍泏矻窋窟跍郀骷鮬𠠶𡀙𡉄𡑚𡑣𡗵𡶏𡼿𢏆𢼁𣗺𥈷𥌄𥟾𥧋𦜇𦡆𧠂𧷎𩑔𩑡𩑶𩨳𪇄𪍠
ku2,1,𦛏
ku3,7,䇢楛狜苦𡞯𥯶𩇵
ku4,34,㠸䔯䵈俈喾嚳库庫廤捁焅瘔硞秙絝绔袴裤褲趶跨酷鮬齁𠺟𥞴𧊘𧿉𧿋𨐡𨡱𩊓𩱙𪌓
kua1,22,㛻䓙䠸䦱䯞夸姱恗晇絓舿華誇跨𠇗𡇚𡗢𡗸𥑹𦮃𨕺𨵧
kua3,14,㡁侉咵垮夸楇胯袔跨銙錁顝𢄳𩊓
kua4,13,㐄䦚夸挎胯跨骻髁𡕒𡱼𢓢𥏤𨃖
kuai3,10,㧟䓒擓蒯𠣲𡚅𣫉𦳋𩦱
kuai4,53,㔞㕟㙕㟴㱮㹟䈛䭝䯤会侩傀儈凷哙噲圦块塊墤巜廥快旝會檜浍澮狤狯獪璯筷糩脍膾蒯蕢郐鄶駃鬠魁鱠鲙𠜐𡼾𢢞𢾒𥢶𦔦𨛖𫐆
kuan1,10,完宽寛寬臗鑧髋髖𣎑𥦀
kuan3,18,㯘㱁䕀䥗䲌梡棵欵款歀窽窾顆𢕫𢴪𣢻𣽟𥟓
kuang1,30,㑌㚚䒰䖱䯑劻匡匩哐恇框洭硄筐筺誆诓軭邼𢼑𢼳𤝿𦚞𧻔𧻺𨀕𨏆𨴑𩢼𩬹
kuang2,21,㾠呈忹抂枉框狂狅誑诳軖軠迋逛鵟𣴥𤞇𦥰𨖢𩷗𫛭
kuang3,5,儣壙夼懭爌
kuang4,52,䊯䵃丱兄况卝圹壙岲廣懬旷昿曠框況湟爌眖眶矌矿砿磺礦穬絋絖纊纩貺贶軦邝鄺鉱鋛鑛黋𡶢𡾇𣍦𣒸𥈏𦚞𧥌𧿈𨇁𨥑𨨭𪍿𪏪
kui1,24,㨒䯓亏刲岿巋悝盔窥窺聧蒍蘬虧闚顝𡐠𡓰𡤞𥁇𧢦𧻲𩏣𪖢
kui2,65,㙓㙺䕫䖯䞚䟸䠏䠑䤆䧶䫔䳫喹夔奎巙戣揆晆暌楏楑櫆歸犪睽葵藈蘷虁蝰踩躨逵鄈鍨鍷闋隗頄頯馗騤骙魁鮭𠊾𡌤𢌳𢜽𤵮𥜶𦝢𧍜𧡦𧢦𨾎𨾗𩕜𩠮𩲅𩲷𩵉𩹍𪆴
kui3,26,㒑㚍䃬䠑䫥傀奎尯煃磈窺缺跬蹞逵頃頍魁𢜽𢼀𣄲𣥮𥪊𧻜𩓗𫠆
kui4,66,㕟㚍䕚䙆䙌䙡䠿䯣䰎匮匱喟嘳媿嬇尯巋愦愧憒樻欳歸殨溃潰睽瞆瞶篑簣籄聩聭聵胿腃膭臾蒉蕢觖謉鐀鑎餽饋馈𠣠𠿥𡒾𡯵𣧼𤆂𤏜𥏙𧂠𧄑𧑋𧝷𧡫𧷛𨣈
kun1,56,㡓㱎䐊䖵䪲卵坤堃堒婫崐崑昆晜混潉焜熴猑琨瑻罤菎蜫裈裩褌豤貇醌錕锟頑餛騉髠髡髨鯤鰥鲲鵾鶤鹍𠚯𡖉𥊽𥚛𦌸𧥊𨱙𩓽𩭋𩻋𩽞𪋆
kun3,24,㩲䠅壸壼悃捆梱硱祵稇稛綑裍閫閸阃齦𣏔𦄐𦓾𧋕𨁉𩨫𪘩
kun4,11,㫻困昆涃睏𢈛𣏔𣰘𣱂𧋕𩤋
kun5,1,尡
kuo4,51,㗥㾧䟯䦢䩹䯺噋噲廓懖扩拡括挄擴會栝桰漷濶燭秳筈萿葀蛞适鄺闊阔霩鞟鞹韕頢髺鬠𠚳𠠎𡎒𡻙𢠛𤫵𥕏𦧍𦧔𨓈𨨱𨶐𩋻𪗽
la1,24,㕇㡴㩉㱞䏠啦喇垃拉搚摺柆砬磖翋菈邋𣤊𤛊𤰚𦒆𩃜𩤲𩨉
la2,10,剌喇嚹拉揦旯砬磖𡉆𤰚
la3,7,䖃喇拉藞𥗿𥘁𦎏
la4,67,㯿㸊㻋㻝䂰䃳䏀䓥䗶䱨䱫䶛儠剌拉揦揧擸攋楋溂爉瓎瘌癩腊臈臘落蜡蝋蝲蠟辢辣鑞镴鬎鯻鱲𠾩𡅘𢃴𢈠𢉨𢤆𤀦𤊶𥀥𥀰𥈙𥖍𦅶𦆻𦇛𦒦𧗩𧙀𧞪𧩲𨭛𩑮𩘊𩧆𩯽𪇹𬶟
la5,10,啦喇嚹垃拉蓝藍鞡𤷟𩋷
lai2,50,㥎䅘䋱䚅䠭䧒來俫倈唻婡崃崍庲徕徠来梾棶涞淶猍琜筙箂莱萊逨郲釐錸铼顂騋鯠鶆麳黧𠎙𢑬𣖤𤢗𤦃𤲓𦓹𧯲𧳕𧳟𨂐𪑚
lai3,5,㚓䂾𢅭𧵭𨦂
lai4,48,㸊䄤䓶䚅䲚來倈勑厲唻娕婡徕徠懶攋櫴濑瀨瀬癘癞癩睐睞籁籟藾襰誺賚賴赉赖逨釐頼顂鵣𠘝𡂖𡃄𡓒𤢵𦆋𨇆𩳆𪈈
lan2,88,㑣㔋㘓㘕㜮㞩㦨㳕䆾䍀䑌䦨䪍䰐儖兰厱啉囒婪岚嵐幱惏懢拦攔斓斕暕栏欄欗漣澜濫瀾灆灡燣燷璼礷篮籃籣繿葻蓝藍蘭褴襕襤襴襽譋讕谰躝郴鑭钄镧闌阑韊𠓖𠼖𡮻𢅡𢉧𢊓𢛓𣋣𥌻𥜓𦧼𧼖𨅏𨅬𨊔𨬒𨷻𩈵𩔵𪇖𬒗
lan3,47,㛦㨫㩜㰖䄤䈒䌫囕壈婪嬾孄孏廩懒懔懶揽擥攬榄欖浨漤濫灠爦纜缆罱覧覽览醂顲𠓭𡒄𡓔𡽳𣛱𤑸𤣟𥦝𧮤𨎹𨣸𩟺
lan4,35,㜮㱫䃹䆾䑌僋嚂坔壏湅滥濫灠烂煉燗爁爛爤瓓糷蘫覽諫連鑭闌𢒞𢹙𤂺𤃨𥗺𧸦𨣨𩉀
lang1,1,啷
lang2,49,㝗㟍㢃㱢㾿䆡䡙䯖䱶勆哴嫏廊斏桹榔欴浪狼琅瑯硠稂筤羹艆莨蓈蜋螂踉躴郎郒郞鋃鎯锒阆駺𢽂𥍫𥧫𦵧𨞿𨱍𩛡𩷕𪁜
lang3,27,㓪㙟㝗㟍㫰㮾䀶俍塱崀悢朖朗朤榔樃樠烺狼脼蓢誏閬𠻴𣊧𥇑𧚅
lang4,24,㫰䍚䕞埌崀浪狼琅筤莨蒗誏踉郎閬阆𠺘𢳑𣻡𦺫𧻴𨶗𩲒𩳤
lang5,1,唥
lao1,3,捞撈粩
lao2,55,㗦㞠㟉㟹㨓䃕䜎䜮䝁䲏僗劳労勞哰唠嘐嘮嫪崂嶗憥憦朥浶潦澇牢痨癆磱窂簩蟧轑醪鐒铹顟髝𠈭𡑍𢚄𢭂𣘪𤎤𤛮𤩂𥢒𦺜𨣃𨦭𨲮𪁔𫭼
lao3,35,㧯㺐䇭䕩䝤䳓䵏佬僚咾姥嫽恅栳橑潦狫獠珯硓老耂荖蓼蛯轑銠铑鮱𡂕𣠼𤶁𦒴𨡤𪀧
lao4,32,䜎僗勞唠嗠嘮嫪憦撩橯涝潦澇烙牢癆絡络耢耮落躼軂酪𡬘𣟽𤉍𥢒𦺜𧢋𧯍𨣃
lao5,1,𦛨
le1,3,嘞肋𡃖
le4,30,㔹㖀㦡㿭乐仂勒叻忇扐楽樂氻泐牞玏砳竻簕艻阞韷鰳鳓𣂒𣲒𤟓𤨙𥖪𩐾
le5,3,了餎饹
lei1,2,勒擂
lei2,69,㒍㔣㗊㠥㵢㹎䍣䐯䨓儡儽壘壨婁嫘擂樏檑櫑欙瓃畾盧磥礌礧累縲纍纝缧罍羸蔂蘲虆轠鐳鑘镭雷靁鱩鼺𡈶𡰠𡻱𡾋𢴱𣀀𣚎𣡧𤜖𤡂𤮎𤮚𤮸𤳳𤳴𤼘𥍔𥤐𦣄𧒜𧒽𧞭𨏒𨞽𩴻
lei3,73,㒦㙼㠥㵽㶟㼍㿔䃬䉂䐯䛶䣂䴎傫儡儽厽垒塁壘樏櫐櫑洡漯灅瘣癗矋磊磥礌礧礨累絫纍耒腂蕌蕾藟蘽蠝誄讄诔郲鑘鑸鸓𠱤𡚗𡻭𡼊𡾋𡾖𡿉𡿛𢹮𣠠𣡺𤃻𤡂𤢹𥑶𥗬𦇄𦓥𦢏𨄱𨊚𨻌
lei4,49,㑍㒦㲕㴃䉪䒹䢮䣦䮑儡擂攂檑泪洡涙淚礌礧祱禷类累纇纍肋蘱酹銇錑雷頛頪類颣𡔇𣀜𣨅𥅦𥗶𥣬𥤐𨀤𨶺𩑚𩔗𩛝𩵓𪑯
lei5,2,勒嘞
len4,1,啉
leng1,2,㘄棱
leng2,16,䉄䬋塄崚棱楞碐稜薐踜輘𥈮𦼊𧼔𨈓𩩡
leng3,1,冷
leng4,11,㱥䮚倰堎愣棱楞睖稜踜輘
li1,1,哩
li2,191,㒿㓯㛤㠟㦒㰀㰚㴝㷰㹈䄜䅻䉫䊍䋥䍠䍦䔆䔣䔧䖥䖽䖿䙰䣓䣫䱘䴻䵓䵩丽儷刕剓剺劙厘喱嚟囄嫠孋孷廲悡斄杝柂梨梩梸棃樆氂漓灑灕犁犂犛狸琍璃瓈盠睝矖离穲竰筣篱籬糎縭纚缡罹艃荲莉菞蓠蔾藜蘺蜊蟍蠡蠫褵謧貍邌酈醨釃釐鋫錅鏫鑗離霾驪骊鯏鯬鱺鲡鵹鸝鹂麗黎黐黧𠌯𠛘𠞙𠭰𠻗𠼝𠾆𡃷𡥽𡿎𢄡𢌈𢛮𢟢𢟤𢤂𢮃𣀷𣁟𣐬𣘬𣞴𣫥𣮉𣯤𤗫𤚓𤭜𥊈𥌛𥣥𥲧𥲪𥻿𥼅𦃇𦔓𦢱𦺙𧄚𧅯𧋎𧋠𧑇𧕮𧕯𧚩𧥖𧫬𧮛𨄛𨇎𨛫𨝏𨝖𨝟𨤫𨯽𩁟𩆲𩥬𩥴𩧋𩭇𩻌𪁐𪅆𪌱𪏵𪏼𪐅𪑚𪒔𪖂
li3,65,㸚㾖䗍䤚䧉俚兣哩娌峛峢峲悝李欐欚浬澧理礼禮粴纚蟸蠡裏裡豊逦邐醴里鋰锂離鯉鱧鱺鲤鳢麗𠚄𡆯𢏃𣀂𣀷𣿞𥎓𥎔𥴡𥽈𦎐𦕸𦪶𦫈𧅮𧋠𧍀𨓦𨛋𨴻𩳓𩷋𩽵𪕴
li4,363,㑦㒧㔏㕸㗚㘑㟳㠣㡂㤡㤦㧰㬏㮚㯤㱹㸚㺡㻎㻺㼖㽁㽝㾐㿛㿨䁻䃯䅄䇐䊪䍥䍽䓞䔁䔉䕻䘈䚕䟏䟐䡃䣓䤙䥶䬅䬆䮋䮥䰛䰜䲞䴡䶘丽仂位例俐俚俪傈儮儷凓列利力励勵历厉厤厯厲叓叕叻吏呖哩唎唳嚦囇坜塛壢娳婯孋屴岦巁悧悷慄戾扐扚捩搮擽攊攦攭暦曆曞朸枥栃栎栗栛棙檪櫔櫟櫪欐歴歷沥沴泣涖淚溧濼濿瀝爄爏犡猁珕珞瑮瓅瓑瓥疠疬痢癘癧皪盭砅砬砺砾硌磿礪礫礰禲秝立笠篥粒粝糲綟纅翮脷苈苙茘荔莅莉蒚蒞藶蚸蛎蛠蜧蝕蝷蠇蠡蠣觻詈讈赲跞躒轢轣轹郦酈鉝銐錑鎘鑠隶隷隸離雳靂靋颯鬁鬲鬴鱱鱳鳨鴗鷅麗麜𠌯𠘞𠘟𠛦𠝄𠞉𠞤𠠏𠠝𠠵𠢠𠩵𠪄𠪺𠫌𡤌𡫯𡮰𡯄𡳸𡸉𡾒𡿋𢍼𢡑𢤆𢤩𢨨𢩑𢸀𢻠𣀥𣌅𣌜𣖊𣟌𣦯𣧿𣫧𣲒𤁼𤃀𤄽𤇃𤔨𤖢𤘃𤜜𤟑𤠫𤡿𤢴𤩮𤳓𤹇𤹈𤻤𤼚𥁟𥉆𥌤𥌮𥌿𥒢𥓃𥝢𥠲𥨻𥬭𥶗𥷅𥷗𥻑𥽗𦃊𦅺𦇔𦘊𦜏𦠓𦪾𧄻𧉲𧒈𧓽𧔝𧘫𧙉𧢝𧤜𧥖𧧋𧯏𧰡𧲡𧴠𧽲𨁸𨃙𨇗𨊛𨍫𨍮𨏬𨘸𨜼𨞺𨟑𨢌𨪹𨬑𨷦𨽹𨽻𩄞𩅩𩆝𩗅𩗭𩘟𩘡𩙖𩞨𩣫𩧃𩪸𩯺𩰲𩱇𩴣𩶘𩽏𪅼𪓀𪖍𪗁𪙺𪙽𫁡𫵷𬍛
li5,5,哩瓈裏裡里
lia3,2,俩倆
lian2,116,㜕㝺㟀㡘㢘㥕㦁㶌㺦㼓㾾䁠䃛䆂䏈䙺䥥䨬䭑亷令僆劆匲匳嗹噒奁奩嫾帘廉怜慩憐搛斂梿槏槤櫣涟溓漣濂濓熑燫璉瞵磏簾籢籨縺羸翴联聨聫聮聯臁苓莲蓮薕螊蠊裢褳覝謰譧蹥连連鎌鏈鐮镰零鬑鰱鲢𠔨𢅏𢅖𢉧𣀃𣝈𤣆𤬓𤾲𥖝𥲥𦆆𦈐𦔖𦖾𧐖𧡙𧸖𨎷𨏩𨏶𨬁𨽷𩄡𩞙𪍴𪐋𪐍𪖳𪚁𪛒
lian3,37,㦁㪘㯬㰈㰸䌞嬚摙敛斂槤歛溓琏璉稴羷脸膦臉蓮蔹薟蘝蘞裣襝輦連鄻醶𠗳𤑿𤬓𤼏𩟅𪍦
lian4,57,㜃㜻㪝㱨㶑㼑僆堜媡孌恋戀摙撿攣楝欄殓殮浰湅潋澰瀲炼煉瑓稴練纞练萰連錬鍊鏈链鰊鱄𠋖𠒵𡆕𡟤𣞰𣟺𣿊𤒦𤗛𤹨𥽸𦣸𧍴𧐖𧡴𧸘𧽫𬶠
liang2,39,㔝㹁䝶䣼䭪亮俍凉墚惊梁椋樑涼粮粱糧綡良莨蜋諒踉輬辌量靚駺𡑆𡮎𤙝𥛫𨄈𨎍𨎛𨵶𩘁𩞯𫟅
liang3,28,㒳㔝䓣䠃䩫両两俩倆兩唡啢掚緉脼良蜽裲蹣閬魉魎𠓜𠯱𣓈𥈘𩗾𬜯
liang4,24,㾗䀶䁁亮倞兩凉哴喨悢晾涼湸諒谅踉輌輛辆量鍄靓𣄴𨱉
liang5,2,煷簗
liao1,2,撩蹽
liao2,91,㙩㵳䒿䜍䜮䝀䝤䨅佬僇僚勞嘹嫽寥寮尞屪嵺嶚嶛廖廫憀憭摎撩敹料暸樂樛漻潦燎爎獠璙疗療窌竂簝繆繚缭聊膋膫藔蟟蟧豂賿蹘轑辽遼鏐鐐镽飂飉髎鷯鹩𠐋𠖂𠨥𠺕𡻪𢄷𢊻𢨺𢸘𢼙𣁰𣟆𤵠𥲊𦕵𦗖𦪕𦺹𧂏𧝜𧽽𨖚𩖝𩯊𪌵
liao3,34,㝋㶫䄦䑠䩍了僚叾嫽憭撩曢潦燎爒瞭繆膫蓼轑鄝釕钌镽𢻢𢿞𣎸𤊽𤑗𥗀𧘈𧡜𨣀𪌀
